VentaID,Fecha,ClienteID,Segmento,Producto,Categoria,Region,Canal,Cantidad,PrecioUnitario,Descuento,VentaNeta,Margen,MedioPago
V00550,2024-09-30,C0367,Profesional,Taladro inalámbrico,Herramientas,Arequipa,Tienda,5,260,0.1,1170.0,271.25,Yape
V00551,2025-09-10,C0196,Profesional,Foco LED,Electricidad,Junín,App,3,15,0.03,43.65,8.76,Yape
V00552,2024-01-12,C0235,Hogar,Martillo profesional,Herramientas,La Libertad,Tienda,4,65,0.05,247.0,34.07,Transferencia
V00553,2024-01-04,C0129,Profesional,Pintura látex 4L,Pinturas,Piura,Tienda,7,95,0.03,645.05,157.42,Plin
V00554,2025-03-01,C0500,Hogar,Guantes de trabajo,Seguridad,Junín,Marketplace,2,22,0.0,44.0,6.44,Tarjeta
V00555,2025-01-17,C0458,Profesional,Martillo profesional,Herramientas,La Libertad,Marketplace,1,65,0.03,63.05,17.52,Plin
V00556,2025-08-30,C0465,Hogar,Pintura látex 4L,Pinturas,Arequipa,Web,1,95,0.1,85.5,26.24,Tarjeta
V00557,2025-11-25,C0311,Hogar,Llave de paso,Plomería,Lima,Tienda,4,28,0.05,106.4,34.41,Plin
V00558,2025-07-08,C0353,Profesional,Foco LED,Electricidad,Lima,Web,2,15,0.0,30.0,8.95,Yape
V00559,2025-05-21,C0410,Profesional,Martillo profesional,Herramientas,Lima,Marketplace,6,65,0.08,358.8,86.24,Plin
V00560,2024-10-22,C0260,Profesional,Cemento 42.5kg,Construcción,Cusco,Web,3,32,0.03,93.12,17.42,Transferencia
V00561,2024-07-17,C0462,Hogar,Llave de paso,Plomería,Junín,Web,2,28,0.08,51.52,10.1,Plin
V00562,2025-04-21,C0266,Profesional,Brocha 3 pulgadas,Pinturas,Junín,Tienda,6,18,0.0,108.0,34.58,Plin
V00563,2024-07-31,C0325,Profesional,Cable eléctrico 10m,Electricidad,Piura,Tienda,4,42,0.03,162.96,31.84,Tarjeta
V00564,2025-08-30,C0089,Empresa,Casco de seguridad,Seguridad,Junín,Tienda,2,35,0.0,70.0,17.77,Yape
V00565,2024-09-01,C0480,Empresa,Guantes de trabajo,Seguridad,Piura,Tienda,7,22,0.03,149.38,31.91,Transferencia
V00566,2025-05-03,C0054,Hogar,Taladro inalámbrico,Herramientas,Cusco,Tienda,5,260,0.1,1170.0,384.14,Yape
V00567,2024-09-02,C0046,Profesional,Martillo profesional,Herramientas,Arequipa,Web,5,65,0.03,315.25,61.75,Tarjeta
V00568,2025-12-25,C0261,Hogar,Taladro inalámbrico,Herramientas,Arequipa,Tienda,2,260,0.1,468.0,71.09,Tarjeta
V00569,2025-12-08,C0326,Hogar,Guantes de trabajo,Seguridad,Arequipa,Web,1,22,0.0,22.0,5.03,Plin
V00570,2024-11-13,C0111,Profesional,Pintura látex 4L,Pinturas,Lima,Marketplace,2,95,0.03,184.3,25.03,Efectivo
V00571,2025-09-06,C0162,Hogar,Guantes de trabajo,Seguridad,Junín,Tienda,7,22,0.03,149.38,20.58,Tarjeta
V00572,2025-04-17,C0359,Hogar,Guantes de trabajo,Seguridad,La Libertad,Tienda,4,22,0.03,85.36,13.63,Efectivo
V00573,2025-08-05,C0077,Hogar,Cemento 42.5kg,Construcción,Junín,Tienda,4,32,0.0,128.0,29.31,Transferencia
V00574,2024-11-06,C0283,Profesional,Casco de seguridad,Seguridad,Arequipa,Web,2,35,0.1,63.0,8.16,Yape
V00575,2025-12-17,C0097,Hogar,Casco de seguridad,Seguridad,Cusco,App,1,35,0.05,33.25,5.61,Efectivo
V00576,2025-03-15,C0241,Empresa,Cemento 42.5kg,Construcción,Cusco,Tienda,7,32,0.05,212.8,56.57,Plin
V00577,2024-02-15,C0197,Hogar,Alicate,Herramientas,Piura,Tienda,5,38,0.05,180.5,26.58,Efectivo
V00578,2025-05-23,C0068,Empresa,Taladro inalámbrico,Herramientas,Piura,Tienda,6,260,0.03,1513.2,432.43,Plin
V00579,2024-03-01,C0359,Empresa,Cable eléctrico 10m,Electricidad,Junín,Web,2,42,0.03,81.48,16.35,Transferencia
V00580,2024-05-15,C0147,Empresa,Llave de paso,Plomería,Lima,App,4,28,0.08,103.04,31.63,Yape
V00581,2024-11-24,C0294,Hogar,Llave de paso,Plomería,Lima,Tienda,7,28,0.05,186.2,28.96,Transferencia
V00582,2025-07-16,C0197,Profesional,Brocha 3 pulgadas,Pinturas,Arequipa,Tienda,5,18,0.1,81.0,12.95,Plin
V00583,2024-11-14,C0287,Hogar,Martillo profesional,Herramientas,La Libertad,Tienda,1,65,0.03,63.05,16.57,Plin
V00584,2024-12-08,C0271,Empresa,Tubo PVC 1/2,Plomería,Junín,Web,2,8,0.05,15.2,2.86,Plin
V00585,2025-06-29,C0383,Profesional,Martillo profesional,Herramientas,Cusco,Tienda,1,65,0.0,65.0,9.24,Tarjeta
V00586,2024-09-01,C0344,Empresa,Pintura látex 4L,Pinturas,Cusco,Web,3,95,0.05,270.75,69.53,Yape
V00587,2025-05-08,C0048,Profesional,Llave de paso,Plomería,Lima,Marketplace,4,28,0.03,108.64,34.72,Transferencia
V00588,2025-10-13,C0386,Profesional,Llave de paso,Plomería,Cusco,Tienda,4,28,0.03,108.64,32.82,Transferencia
V00589,2025-01-16,C0242,Empresa,Guantes de trabajo,Seguridad,Arequipa,Marketplace,5,22,0.08,101.2,19.22,Transferencia
V00590,2024-01-30,C0260,Profesional,Tubo PVC 1/2,Plomería,Arequipa,Marketplace,3,8,0.1,21.6,3.32,Transferencia
V00591,2024-04-13,C0256,Profesional,Cable eléctrico 10m,Electricidad,Cusco,Web,6,42,0.05,239.4,51.24,Tarjeta
V00592,2025-04-08,C0196,Profesional,Taladro inalámbrico,Herramientas,Piura,Tienda,6,260,0.05,1482.0,437.27,Tarjeta
V00593,2024-03-13,C0346,Hogar,Foco LED,Electricidad,Lima,Tienda,4,15,0.03,58.2,7.38,Plin
V00594,2025-06-08,C0291,Hogar,Llave de paso,Plomería,Cusco,Tienda,4,28,0.03,108.64,24.37,Efectivo
V00595,2025-04-11,C0141,Empresa,Brocha 3 pulgadas,Pinturas,Junín,Web,4,18,0.0,72.0,16.94,Yape
V00596,2024-10-18,C0269,Profesional,Taladro inalámbrico,Herramientas,La Libertad,App,2,260,0.0,520.0,108.64,Efectivo
V00597,2024-04-03,C0278,Profesional,Cemento 42.5kg,Construcción,Arequipa,Web,7,32,0.03,217.28,63.79,Efectivo
V00598,2025-10-06,C0350,Profesional,Brocha 3 pulgadas,Pinturas,Cusco,App,7,18,0.05,119.7,17.72,Efectivo
V00599,2025-11-23,C0247,Hogar,Cable eléctrico 10m,Electricidad,Cusco,Web,1,42,0.0,42.0,5.68,Transferencia
V00600,2025-11-10,C0059,Empresa,Cable eléctrico 10m,Electricidad,Piura,Tienda,6,42,0.03,244.44,57.25,Tarjeta
V00601,2024-03-09,C0308,Profesional,Brocha 3 pulgadas,Pinturas,La Libertad,Tienda,2,18,0.08,33.12,4.75,Transferencia
V00602,2025-07-11,C0350,Hogar,Brocha 3 pulgadas,Pinturas,Lima,Tienda,1,18,0.03,17.46,2.87,Plin
V00603,2024-09-04,C0036,Empresa,Foco LED,Electricidad,Junín,Tienda,4,15,0.0,60.0,16.16,Transferencia
V00604,2025-08-25,C0110,Empresa,Cemento 42.5kg,Construcción,Piura,Tienda,1,32,0.03,31.04,4.77,Transferencia
V00605,2025-05-19,C0017,Profesional,Casco de seguridad,Seguridad,Cusco,Tienda,4,35,0.03,135.8,45.46,Transferencia
V00606,2024-12-03,C0269,Profesional,Foco LED,Electricidad,Arequipa,App,2,15,0.03,29.1,9.05,Transferencia
V00607,2024-11-03,C0132,Empresa,Martillo profesional,Herramientas,Junín,Tienda,4,65,0.05,247.0,68.66,Tarjeta
V00608,2024-04-21,C0094,Profesional,Cable eléctrico 10m,Electricidad,Lima,Tienda,6,42,0.03,244.44,37.39,Efectivo
V00609,2025-11-08,C0140,Empresa,Guantes de trabajo,Seguridad,Piura,Tienda,1,22,0.05,20.9,6.9,Efectivo
V00610,2024-08-21,C0212,Profesional,Foco LED,Electricidad,Arequipa,App,6,15,0.05,85.5,19.89,Transferencia
V00611,2025-05-27,C0432,Hogar,Foco LED,Electricidad,La Libertad,Tienda,7,15,0.05,99.75,29.68,Tarjeta
V00612,2025-12-08,C0004,Hogar,Casco de seguridad,Seguridad,Lima,Tienda,6,35,0.03,203.7,55.81,Transferencia
V00613,2025-12-30,C0109,Empresa,Taladro inalámbrico,Herramientas,La Libertad,Tienda,7,260,0.0,1820.0,582.68,Transferencia
V00614,2025-01-13,C0405,Hogar,Cemento 42.5kg,Construcción,Junín,Web,1,32,0.0,32.0,7.99,Plin
V00615,2024-07-01,C0357,Empresa,Casco de seguridad,Seguridad,Junín,Tienda,4,35,0.05,133.0,29.76,Yape
V00616,2025-07-18,C0470,Profesional,Pintura látex 4L,Pinturas,Lima,App,1,95,0.05,90.25,17.67,Plin
V00617,2024-11-20,C0310,Empresa,Pintura látex 4L,Pinturas,Piura,Marketplace,2,95,0.08,174.8,21.09,Transferencia
V00618,2024-01-31,C0310,Hogar,Alicate,Herramientas,Piura,Web,3,38,0.08,104.88,25.3,Yape
V00619,2024-06-17,C0461,Hogar,Cemento 42.5kg,Construcción,Arequipa,Tienda,1,32,0.05,30.4,9.27,Efectivo
V00620,2024-07-08,C0010,Hogar,Guantes de trabajo,Seguridad,Piura,App,4,22,0.08,80.96,10.97,Plin
V00621,2024-03-02,C0118,Profesional,Guantes de trabajo,Seguridad,Cusco,App,1,22,0.0,22.0,5.39,Efectivo
V00622,2025-02-11,C0092,Hogar,Llave de paso,Plomería,Piura,Tienda,7,28,0.05,186.2,56.44,Transferencia
V00623,2025-01-12,C0157,Profesional,Llave de paso,Plomería,Arequipa,Tienda,7,28,0.05,186.2,61.35,Transferencia
V00624,2025-12-27,C0373,Hogar,Alicate,Herramientas,Cusco,Web,4,38,0.05,144.4,48.42,Plin
V00625,2025-10-04,C0060,Profesional,Llave de paso,Plomería,Lima,Web,2,28,0.03,54.32,9.91,Tarjeta
V00626,2025-06-14,C0449,Hogar,Pintura látex 4L,Pinturas,La Libertad,Tienda,2,95,0.05,180.5,29.41,Plin
V00627,2025-01-08,C0458,Hogar,Cemento 42.5kg,Construcción,Arequipa,App,2,32,0.05,60.8,18.56,Tarjeta
V00628,2024-07-12,C0260,Profesional,Martillo profesional,Herramientas,Lima,Web,5,65,0.0,325.0,93.36,Yape
V00629,2025-09-11,C0390,Profesional,Cable eléctrico 10m,Electricidad,Piura,Tienda,2,42,0.08,77.28,11.94,Transferencia
V00630,2025-02-06,C0460,Hogar,Cable eléctrico 10m,Electricidad,Cusco,Tienda,2,42,0.05,79.8,20.03,Efectivo
V00631,2024-06-14,C0076,Hogar,Llave de paso,Plomería,La Libertad,Web,3,28,0.0,84.0,23.8,Transferencia
V00632,2024-07-29,C0153,Hogar,Casco de seguridad,Seguridad,Arequipa,Tienda,1,35,0.0,35.0,8.13,Transferencia
V00633,2025-02-19,C0070,Hogar,Tubo PVC 1/2,Plomería,Junín,Tienda,5,8,0.03,38.8,6.25,Tarjeta
V00634,2025-06-29,C0288,Profesional,Alicate,Herramientas,Piura,Tienda,7,38,0.08,244.72,49.39,Efectivo
V00635,2024-07-20,C0158,Empresa,Cemento 42.5kg,Construcción,Piura,Tienda,3,32,0.03,93.12,12.01,Efectivo
V00636,2024-07-27,C0278,Hogar,Guantes de trabajo,Seguridad,Lima,Marketplace,4,22,0.03,85.36,19.43,Efectivo
V00637,2024-06-21,C0168,Hogar,Cable eléctrico 10m,Electricidad,Piura,Tienda,5,42,0.05,199.5,47.11,Plin
V00638,2024-09-18,C0164,Empresa,Brocha 3 pulgadas,Pinturas,Arequipa,Tienda,6,18,0.03,104.76,22.13,Tarjeta
V00639,2025-10-16,C0118,Empresa,Cable eléctrico 10m,Electricidad,La Libertad,Web,2,42,0.05,79.8,26.99,Yape
V00640,2024-09-26,C0269,Hogar,Taladro inalámbrico,Herramientas,Arequipa,Marketplace,1,260,0.05,247.0,65.21,Efectivo
V00641,2025-06-04,C0121,Empresa,Llave de paso,Plomería,Arequipa,App,4,28,0.05,106.4,31.27,Yape
V00642,2025-12-30,C0263,Empresa,Pintura látex 4L,Pinturas,Junín,Tienda,1,95,0.03,92.15,21.88,Efectivo
V00643,2024-01-18,C0247,Empresa,Taladro inalámbrico,Herramientas,Lima,Tienda,2,260,0.03,504.4,113.67,Transferencia
V00644,2024-01-06,C0066,Hogar,Brocha 3 pulgadas,Pinturas,Piura,Tienda,4,18,0.05,68.4,15.14,Plin
V00645,2025-07-22,C0258,Empresa,Tubo PVC 1/2,Plomería,La Libertad,Tienda,6,8,0.03,46.56,11.62,Tarjeta
V00646,2025-03-27,C0382,Hogar,Pintura látex 4L,Pinturas,Piura,Tienda,3,95,0.03,276.45,51.33,Tarjeta
V00647,2024-01-23,C0279,Profesional,Casco de seguridad,Seguridad,La Libertad,Tienda,6,35,0.08,193.2,54.35,Transferencia
V00648,2025-03-22,C0327,Profesional,Casco de seguridad,Seguridad,Arequipa,Tienda,4,35,0.08,128.8,24.44,Plin
V00649,2024-03-14,C0184,Hogar,Taladro inalámbrico,Herramientas,Junín,Marketplace,5,260,0.08,1196.0,180.73,Tarjeta
V00650,2025-05-30,C0491,Hogar,Brocha 3 pulgadas,Pinturas,Lima,Tienda,4,18,0.03,69.84,12.6,Transferencia
V00651,2024-12-11,C0338,Hogar,Pintura látex 4L,Pinturas,Lima,App,1,95,0.05,90.25,10.86,Transferencia
V00652,2025-04-18,C0496,Hogar,Foco LED,Electricidad,Lima,App,6,15,0.0,90.0,24.73,Yape
V00653,2024-06-03,C0019,Profesional,Martillo profesional,Herramientas,La Libertad,Tienda,2,65,0.05,123.5,35.33,Plin
V00654,2024-11-15,C0425,Hogar,Martillo profesional,Herramientas,Junín,Tienda,7,65,0.0,455.0,91.06,Efectivo
V00655,2025-04-29,C0396,Profesional,Guantes de trabajo,Seguridad,Piura,App,4,22,0.0,88.0,23.68,Efectivo
V00656,2024-02-23,C0322,Empresa,Foco LED,Electricidad,La Libertad,Web,6,15,0.05,85.5,27.43,Yape
V00657,2024-04-06,C0490,Hogar,Casco de seguridad,Seguridad,Junín,Tienda,6,35,0.0,210.0,34.96,Tarjeta
V00658,2025-04-15,C0494,Profesional,Taladro inalámbrico,Herramientas,Cusco,Tienda,3,260,0.05,741.0,239.39,Transferencia
V00659,2024-03-18,C0487,Empresa,Casco de seguridad,Seguridad,Cusco,App,7,35,0.0,245.0,35.13,Yape
V00660,2025-03-01,C0069,Profesional,Brocha 3 pulgadas,Pinturas,Arequipa,Web,4,18,0.03,69.84,12.79,Plin
V00661,2025-11-04,C0450,Hogar,Cemento 42.5kg,Construcción,Arequipa,App,2,32,0.1,57.6,15.0,Transferencia
V00662,2024-09-24,C0137,Hogar,Guantes de trabajo,Seguridad,Arequipa,Tienda,3,22,0.0,66.0,11.77,Yape
V00663,2024-02-18,C0345,Hogar,Brocha 3 pulgadas,Pinturas,La Libertad,Tienda,5,18,0.0,90.0,17.54,Yape
V00664,2024-09-12,C0137,Empresa,Martillo profesional,Herramientas,Piura,Tienda,1,65,0.05,61.75,7.94,Efectivo
V00665,2025-02-06,C0402,Hogar,Alicate,Herramientas,Piura,Tienda,3,38,0.05,108.3,33.11,Tarjeta
V00666,2025-12-27,C0288,Hogar,Alicate,Herramientas,Junín,Marketplace,7,38,0.08,244.72,35.15,Transferencia
V00667,2024-03-17,C0205,Profesional,Tubo PVC 1/2,Plomería,La Libertad,Marketplace,4,8,0.0,32.0,7.92,Yape
V00668,2025-12-26,C0018,Hogar,Brocha 3 pulgadas,Pinturas,Lima,Tienda,2,18,0.0,36.0,6.75,Transferencia
V00669,2025-07-30,C0438,Empresa,Taladro inalámbrico,Herramientas,La Libertad,App,1,260,0.0,260.0,35.64,Tarjeta
V00670,2024-01-18,C0143,Profesional,Tubo PVC 1/2,Plomería,Cusco,App,6,8,0.1,43.2,8.49,Efectivo
V00671,2025-08-03,C0428,Hogar,Taladro inalámbrico,Herramientas,Cusco,Tienda,4,260,0.0,1040.0,291.14,Transferencia
V00672,2024-12-15,C0489,Hogar,Pintura látex 4L,Pinturas,Piura,Tienda,4,95,0.05,361.0,104.93,Yape
V00673,2025-01-01,C0214,Hogar,Cemento 42.5kg,Construcción,Lima,App,1,32,0.03,31.04,4.32,Yape
V00674,2024-11-17,C0284,Hogar,Llave de paso,Plomería,La Libertad,Web,2,28,0.05,53.2,16.93,Yape
V00675,2024-05-16,C0272,Hogar,Taladro inalámbrico,Herramientas,La Libertad,Tienda,4,260,0.0,1040.0,227.03,Transferencia
V00676,2024-02-13,C0303,Hogar,Alicate,Herramientas,Lima,Marketplace,3,38,0.08,104.88,18.57,Yape
V00677,2024-10-04,C0373,Profesional,Martillo profesional,Herramientas,Junín,Tienda,3,65,0.0,195.0,62.41,Tarjeta
V00678,2024-11-28,C0390,Hogar,Cemento 42.5kg,Construcción,Arequipa,Tienda,5,32,0.0,160.0,27.14,Tarjeta
V00679,2025-11-02,C0056,Hogar,Foco LED,Electricidad,Junín,Tienda,4,15,0.05,57.0,17.74,Plin
V00680,2024-12-12,C0208,Empresa,Pintura látex 4L,Pinturas,Cusco,Marketplace,4,95,0.1,342.0,82.04,Tarjeta
V00681,2025-08-28,C0254,Hogar,Cemento 42.5kg,Construcción,Piura,Web,4,32,0.05,121.6,39.26,Yape
V00682,2024-02-02,C0323,Hogar,Martillo profesional,Herramientas,Arequipa,Web,4,65,0.0,260.0,71.78,Tarjeta
V00683,2024-12-08,C0041,Hogar,Casco de seguridad,Seguridad,Piura,Tienda,1,35,0.0,35.0,7.52,Transferencia
V00684,2024-10-17,C0484,Empresa,Cable eléctrico 10m,Electricidad,Lima,App,7,42,0.1,264.6,65.82,Yape
V00685,2025-08-19,C0009,Hogar,Tubo PVC 1/2,Plomería,La Libertad,Tienda,1,8,0.05,7.6,1.73,Efectivo
V00686,2025-05-11,C0422,Profesional,Pintura látex 4L,Pinturas,Arequipa,Tienda,2,95,0.0,190.0,42.83,Plin
V00687,2025-12-08,C0365,Hogar,Llave de paso,Plomería,Piura,Web,1,28,0.05,26.6,7.96,Plin
V00688,2025-09-24,C0254,Empresa,Tubo PVC 1/2,Plomería,Arequipa,Tienda,5,8,0.05,38.0,10.25,Plin
V00689,2025-10-22,C0277,Profesional,Pintura látex 4L,Pinturas,Cusco,Web,2,95,0.05,180.5,43.13,Yape
V00690,2025-09-04,C0090,Hogar,Tubo PVC 1/2,Plomería,La Libertad,Marketplace,5,8,0.03,38.8,8.09,Transferencia
V00691,2025-03-20,C0371,Hogar,Pintura látex 4L,Pinturas,Piura,Tienda,5,95,0.03,460.75,124.45,Efectivo
V00692,2024-01-12,C0440,Hogar,Tubo PVC 1/2,Plomería,Arequipa,Web,1,8,0.0,8.0,1.23,Yape
V00693,2024-03-27,C0328,Hogar,Cemento 42.5kg,Construcción,Piura,Tienda,3,32,0.03,93.12,14.0,Transferencia
V00694,2025-09-23,C0044,Empresa,Tubo PVC 1/2,Plomería,Arequipa,Web,6,8,0.08,44.16,6.52,Plin
V00695,2024-03-31,C0444,Hogar,Cable eléctrico 10m,Electricidad,La Libertad,Web,1,42,0.03,40.74,9.42,Transferencia
V00696,2024-05-29,C0222,Profesional,Guantes de trabajo,Seguridad,Cusco,Tienda,1,22,0.03,21.34,3.68,Plin
V00697,2024-08-01,C0278,Hogar,Foco LED,Electricidad,Arequipa,Tienda,5,15,0.05,71.25,16.69,Transferencia
V00698,2025-07-09,C0302,Hogar,Guantes de trabajo,Seguridad,Piura,App,3,22,0.0,66.0,16.59,Efectivo
V00699,2025-04-13,C0500,Hogar,Alicate,Herramientas,La Libertad,Web,1,38,0.05,36.1,7.46,Yape
V00700,2024-02-11,C0111,Profesional,Foco LED,Electricidad,Arequipa,App,2,15,0.05,28.5,6.44,Efectivo
V00701,2025-10-08,C0440,Profesional,Brocha 3 pulgadas,Pinturas,La Libertad,Marketplace,4,18,0.03,69.84,11.14,Plin
V00702,2025-08-07,C0061,Profesional,Foco LED,Electricidad,Lima,Marketplace,1,15,0.05,14.25,2.39,Yape
V00703,2024-03-28,C0334,Empresa,Guantes de trabajo,Seguridad,Lima,Tienda,3,22,0.08,60.72,17.29,Plin
V00704,2025-04-28,C0238,Hogar,Cable eléctrico 10m,Electricidad,La Libertad,Web,2,42,0.03,81.48,25.55,Yape
V00705,2025-09-23,C0315,Profesional,Cemento 42.5kg,Construcción,Junín,Web,6,32,0.03,186.24,53.39,Yape
V00706,2025-12-19,C0316,Hogar,Cable eléctrico 10m,Electricidad,Cusco,Tienda,2,42,0.03,81.48,22.76,Efectivo
V00707,2025-02-09,C0401,Profesional,Pintura látex 4L,Pinturas,Cusco,Web,5,95,0.1,427.5,101.29,Transferencia
V00708,2025-03-28,C0119,Empresa,Cable eléctrico 10m,Electricidad,Arequipa,Tienda,5,42,0.0,210.0,59.47,Yape
V00709,2025-05-06,C0358,Hogar,Llave de paso,Plomería,Piura,Web,7,28,0.0,196.0,39.08,Tarjeta
V00710,2024-01-09,C0186,Hogar,Foco LED,Electricidad,Arequipa,Web,2,15,0.0,30.0,3.66,Tarjeta
V00711,2025-05-18,C0437,Profesional,Foco LED,Electricidad,Cusco,Web,5,15,0.0,75.0,14.23,Plin
V00712,2024-03-19,C0456,Hogar,Foco LED,Electricidad,Arequipa,Tienda,2,15,0.08,27.6,8.86,Yape
V00713,2025-02-08,C0095,Empresa,Pintura látex 4L,Pinturas,Junín,Tienda,3,95,0.03,276.45,71.68,Tarjeta
V00714,2025-04-28,C0298,Hogar,Tubo PVC 1/2,Plomería,La Libertad,Web,6,8,0.05,45.6,9.04,Tarjeta
V00715,2025-01-15,C0332,Profesional,Casco de seguridad,Seguridad,Arequipa,Tienda,3,35,0.05,99.75,16.76,Tarjeta
V00716,2025-09-06,C0351,Hogar,Cable eléctrico 10m,Electricidad,Junín,Web,4,42,0.08,154.56,40.68,Yape
V00717,2024-02-16,C0146,Profesional,Taladro inalámbrico,Herramientas,Piura,Web,2,260,0.05,494.0,80.69,Plin
V00718,2025-01-26,C0440,Profesional,Casco de seguridad,Seguridad,Junín,Web,4,35,0.1,126.0,38.4,Transferencia
V00719,2025-01-12,C0013,Hogar,Alicate,Herramientas,La Libertad,Tienda,4,38,0.03,147.44,36.9,Efectivo
V00720,2024-09-25,C0448,Hogar,Alicate,Herramientas,Arequipa,App,4,38,0.05,144.4,23.62,Efectivo
V00721,2025-02-10,C0199,Hogar,Martillo profesional,Herramientas,Lima,Tienda,2,65,0.0,130.0,24.64,Efectivo
V00722,2025-08-12,C0113,Hogar,Alicate,Herramientas,Cusco,Tienda,6,38,0.0,228.0,76.53,Plin
V00723,2025-05-29,C0275,Profesional,Foco LED,Electricidad,Arequipa,Tienda,6,15,0.03,87.3,21.03,Tarjeta
V00724,2024-06-03,C0461,Profesional,Brocha 3 pulgadas,Pinturas,La Libertad,Tienda,2,18,0.03,34.92,5.3,Transferencia
V00725,2024-10-28,C0172,Profesional,Tubo PVC 1/2,Plomería,La Libertad,Marketplace,2,8,0.05,15.2,2.81,Plin
V00726,2024-03-18,C0175,Profesional,Cable eléctrico 10m,Electricidad,La Libertad,Web,2,42,0.05,79.8,12.2,Tarjeta
V00727,2024-02-29,C0207,Profesional,Llave de paso,Plomería,La Libertad,Marketplace,3,28,0.0,84.0,27.32,Plin
V00728,2025-09-02,C0172,Hogar,Alicate,Herramientas,Lima,Web,3,38,0.03,110.58,31.73,Efectivo
V00729,2025-12-13,C0431,Profesional,Taladro inalámbrico,Herramientas,Piura,Tienda,5,260,0.05,1235.0,373.15,Yape
V00730,2025-09-19,C0083,Hogar,Guantes de trabajo,Seguridad,Arequipa,App,5,22,0.08,101.2,22.17,Plin
V00731,2024-09-05,C0469,Hogar,Tubo PVC 1/2,Plomería,Lima,Web,2,8,0.05,15.2,4.34,Efectivo
V00732,2025-05-23,C0312,Hogar,Alicate,Herramientas,Lima,Web,6,38,0.0,228.0,52.75,Plin
V00733,2024-03-31,C0107,Empresa,Alicate,Herramientas,Arequipa,Tienda,4,38,0.0,152.0,32.94,Efectivo
V00734,2024-09-20,C0438,Profesional,Casco de seguridad,Seguridad,Arequipa,Tienda,2,35,0.0,70.0,15.76,Tarjeta
V00735,2024-01-29,C0282,Hogar,Guantes de trabajo,Seguridad,Piura,Tienda,2,22,0.08,40.48,10.39,Efectivo
V00736,2025-03-02,C0448,Hogar,Cemento 42.5kg,Construcción,Lima,Tienda,6,32,0.08,176.64,39.98,Transferencia
V00737,2024-09-16,C0002,Hogar,Casco de seguridad,Seguridad,Arequipa,Web,4,35,0.0,140.0,18.73,Plin
V00738,2025-01-01,C0063,Hogar,Taladro inalámbrico,Herramientas,Arequipa,App,3,260,0.1,702.0,229.34,Transferencia
V00739,2025-10-06,C0166,Profesional,Foco LED,Electricidad,La Libertad,App,3,15,0.05,42.75,6.3,Transferencia
V00740,2024-06-29,C0097,Hogar,Casco de seguridad,Seguridad,Lima,Web,1,35,0.0,35.0,4.57,Plin
V00741,2024-06-27,C0337,Hogar,Llave de paso,Plomería,Lima,Tienda,5,28,0.03,135.8,16.39,Efectivo
V00742,2025-06-28,C0305,Profesional,Brocha 3 pulgadas,Pinturas,Piura,App,4,18,0.08,66.24,16.29,Tarjeta
V00743,2024-07-15,C0173,Profesional,Martillo profesional,Herramientas,Junín,Tienda,7,65,0.1,409.5,89.05,Plin
V00744,2024-09-27,C0086,Hogar,Brocha 3 pulgadas,Pinturas,La Libertad,Marketplace,2,18,0.0,36.0,7.96,Tarjeta
V00745,2025-09-27,C0123,Empresa,Martillo profesional,Herramientas,Piura,Tienda,1,65,0.0,65.0,14.25,Efectivo
V00746,2024-09-02,C0147,Hogar,Foco LED,Electricidad,Cusco,Web,4,15,0.03,58.2,7.47,Tarjeta
V00747,2025-08-07,C0222,Hogar,Guantes de trabajo,Seguridad,Lima,Tienda,1,22,0.0,22.0,4.97,Tarjeta
V00748,2024-05-30,C0203,Hogar,Martillo profesional,Herramientas,Piura,Web,2,65,0.08,119.6,38.44,Transferencia
V00749,2025-04-10,C0283,Hogar,Brocha 3 pulgadas,Pinturas,La Libertad,Tienda,2,18,0.0,36.0,7.79,Yape
V00750,2024-02-02,C0255,Hogar,Guantes de trabajo,Seguridad,Arequipa,App,2,22,0.05,41.8,11.02,Tarjeta
V00751,2024-01-29,C0403,Profesional,Martillo profesional,Herramientas,Arequipa,Web,4,65,0.0,260.0,45.96,Efectivo
V00752,2025-12-24,C0326,Profesional,Tubo PVC 1/2,Plomería,Cusco,Marketplace,3,8,0.03,23.28,3.79,Tarjeta
V00753,2025-10-14,C0435,Empresa,Guantes de trabajo,Seguridad,Lima,Marketplace,3,22,0.0,66.0,12.68,Plin
V00754,2024-10-27,C0191,Profesional,Cable eléctrico 10m,Electricidad,La Libertad,App,7,42,0.08,270.48,83.62,Plin
V00755,2024-08-26,C0152,Empresa,Brocha 3 pulgadas,Pinturas,Junín,Tienda,2,18,0.05,34.2,11.31,Yape
V00756,2025-09-18,C0154,Profesional,Alicate,Herramientas,Piura,Web,1,38,0.08,34.96,8.46,Yape
V00757,2025-12-23,C0292,Empresa,Foco LED,Electricidad,Arequipa,Tienda,7,15,0.05,99.75,28.7,Yape
V00758,2025-07-04,C0363,Hogar,Guantes de trabajo,Seguridad,Lima,Web,1,22,0.05,20.9,5.33,Tarjeta
V00759,2025-12-01,C0141,Hogar,Taladro inalámbrico,Herramientas,La Libertad,Tienda,7,260,0.03,1765.4,283.29,Yape
V00760,2025-01-30,C0021,Empresa,Cemento 42.5kg,Construcción,Lima,Tienda,5,32,0.03,155.2,32.15,Plin
